Country,Year,fertility,life,population,region
Mongolia,1983,5.696,57.594,1826717,East Asia & Pacific
Mongolia,1984,5.526,57.967,1874774,East Asia & Pacific
Mongolia,1985,5.345,58.391,1926002,East Asia & Pacific
Mongolia,1986,5.14,58.835,1981170,East Asia & Pacific
Mongolia,1987,4.906,59.266,2039204,East Asia & Pacific
Mongolia,1988,4.644,59.656,2096653,East Asia & Pacific
Mongolia,1989,4.356,59.992,2148850,East Asia & Pacific
Mongolia,1990,4.052,60.269,2192553,East Asia & Pacific
Mongolia,1991,3.746,60.488,2226469,East Asia & Pacific
Mongolia,1992,3.451,60.671,2251861,East Asia & Pacific
Mongolia,1993,3.18,60.843,2271236,East Asia & Pacific
Mongolia,1994,2.941,61.017,2288370,East Asia & Pacific
Mongolia,1995,2.738,61.213,2306131,East Asia & Pacific
Mongolia,1996,2.57,61.449,2325369,East Asia & Pacific
Mongolia,1997,2.43,61.732,2345618,East Asia & Pacific
Mongolia,1998,2.312,62.066,2366895,East Asia & Pacific
Mongolia,1999,2.216,62.449,2388862,East Asia & Pacific
Mongolia,2000,2.144,62.876,2411369,East Asia & Pacific
Mongolia,2001,2.102,63.339,2434515,East Asia & Pacific
Mongolia,2002,2.089,63.817,2458853,East Asia & Pacific
Mongolia,2003,2.103,64.294,2485177,East Asia & Pacific
Mongolia,2004,2.141,64.756,2514462,East Asia & Pacific
Mongolia,2005,2.193,65.19,2547339,East Asia & Pacific
Mongolia,2006,2.254,65.587,2584143,East Asia & Pacific
Mongolia,2007,2.315,65.947,2624509,East Asia & Pacific
Mongolia,2008,2.368,66.272,2667474,East Asia & Pacific
Mongolia,2009,2.41,66.564,2711659,East Asia & Pacific
Mongolia,2010,2.437,66.825,2756001,East Asia & Pacific
Mongolia,2011,2.447,67.063,2800114,East Asia & Pacific
Mongolia,2012,2.446,67.286,2844081,East Asia & Pacific
Mongolia,2013,2.436,67.503,2887863,East Asia & Pacific
Montenegro,1964,3.093,66.411,500745,Europe & Central Asia
Montenegro,1965,2.994,66.99,506646,Europe & Central Asia
Montenegro,1966,2.906,67.556,510527,Europe & Central Asia
Montenegro,1967,2.833,68.126,512701,Europe & Central Asia
Montenegro,1968,2.773,68.707,514031,Europe & Central Asia
Montenegro,1969,2.726,69.293,515746,Europe & Central Asia
Montenegro,1970,2.689,69.869,518727,Europe & Central Asia
Montenegro,1971,2.657,70.413,523214,Europe & Central Asia
Montenegro,1972,2.625,70.906,528905,Europe & Central Asia
Montenegro,1973,2.59,71.334,535454,Europe & Central Asia
Montenegro,1974,2.549,71.695,542304,Europe & Central Asia
Montenegro,1975,2.503,71.993,548999,Europe & Central Asia
Montenegro,1976,2.453,72.242,555632,Europe & Central Asia
Montenegro,1977,2.402,72.46,562247,Europe & Central Asia
Montenegro,1978,2.354,72.664,568285,Europe & Central Asia
Montenegro,1979,2.309,72.862,573036,Europe & Central Asia
Montenegro,1980,2.266,73.057,576069,Europe & Central Asia
Montenegro,1981,2.225,73.245,577041,Europe & Central Asia
Montenegro,1982,2.185,73.419,576292,Europe & Central Asia
Montenegro,1983,2.145,73.576,574920,Europe & Central Asia
Montenegro,1984,2.104,73.718,574459,Europe & Central Asia
Montenegro,1985,2.063,73.849,575997,Europe & Central Asia
Montenegro,1986,2.022,73.974,579821,Europe & Central Asia
Montenegro,1987,1.98,74.099,585546,Europe & Central Asia
Montenegro,1988,1.94,74.225,592740,Europe & Central Asia
Montenegro,1989,1.902,74.352,600697,Europe & Central Asia
Montenegro,1990,1.869,74.482,608816,Europe & Central Asia
Montenegro,1991,1.843,74.613,617144,Europe & Central Asia
Montenegro,1992,1.825,74.741,625630,Europe & Central Asia
Montenegro,1993,1.815,74.854,633443,Europe & Central Asia
Montenegro,1994,1.813,74.943,639542,Europe & Central Asia
Montenegro,1995,1.815,74.985,643227,Europe & Central Asia
Montenegro,1996,1.82,74.951,644121,Europe & Central Asia
Montenegro,1997,1.824,74.836,642533,Europe & Central Asia
Montenegro,1998,1.826,74.645,639309,Europe & Central Asia
Montenegro,1999,1.823,74.396,635689,Europe & Central Asia
Montenegro,2000,1.815,74.125,632606,Europe & Central Asia
Montenegro,2001,1.804,73.875,630299,Europe & Central Asia
Montenegro,2002,1.792,73.687,628594,Europe & Central Asia
Montenegro,2003,1.779,73.585,627500,Europe & Central Asia
Montenegro,2004,1.767,73.58,626912,Europe & Central Asia
Montenegro,2005,1.756,73.665,626739,Europe & Central Asia
Montenegro,2006,1.745,73.819,627074,Europe & Central Asia
Montenegro,2007,1.734,74.002,627962,Europe & Central Asia
Montenegro,2008,1.722,74.183,629185,Europe & Central Asia
Montenegro,2009,1.71,74.348,630435,Europe & Central Asia
Montenegro,2010,1.698,74.489,631490,Europe & Central Asia
Montenegro,2011,1.687,74.608,632261,Europe & Central Asia
Montenegro,2012,1.676,74.715,632796,Europe & Central Asia
Montenegro,2013,1.666,74.821,633167,Europe & Central Asia
Morocco,1964,7.119,50.167,12959397,Middle East & North Africa
Morocco,1965,7.081,50.592,13323000,Middle East & North Africa
Morocco,1966,7.024,51.007,13703369,Middle East & North Africa
Morocco,1967,6.953,51.413,14098444,Middle East & North Africa
Morocco,1968,6.871,51.808,14502647,Middle East & North Africa
Morocco,1969,6.781,52.196,14908265,Middle East & North Africa
Morocco,1970,6.687,52.576,15309995,Middle East & North Africa
Morocco,1971,6.588,52.945,15706226,Middle East & North Africa
Morocco,1972,6.485,53.311,16099392,Middle East & North Africa
Morocco,1973,6.38,53.684,16493298,Middle East & North Africa
Morocco,1974,6.273,54.075,16893643,Middle East & North Africa
Morocco,1975,6.168,54.502,17304995,Middle East & North Africa
Morocco,1976,6.067,54.987,17726625,Middle East & North Africa
Morocco,1977,5.97,55.537,18158169,Middle East & North Africa
Morocco,1978,5.876,56.155,18604851,Middle East & North Africa
Morocco,1979,5.782,56.838,19073204,Middle East & North Africa
Morocco,1980,5.682,57.576,19566920,Middle East & North Africa
Morocco,1981,5.57,58.358,20088209,Middle East & North Africa
Morocco,1982,5.439,59.159,20633004,Middle East & North Africa
Morocco,1983,5.29,59.958,21190800,Middle East & North Africa
Morocco,1984,5.123,60.739,21747150,Middle East & North Africa
Morocco,1985,4.942,61.493,22291062,Middle East & North Africa
Morocco,1986,4.754,62.213,22818601,Middle East & North Africa
Morocco,1987,4.567,62.902,23330761,Middle East & North Africa
Morocco,1988,4.387,63.561,23827539,Middle East & North Africa
Morocco,1989,4.217,64.183,24310585,Middle East & North Africa
Morocco,1990,4.058,64.763,24781105,Middle East & North Africa
Morocco,1991,3.905,65.296,25237951,Middle East & North Africa
Morocco,1992,3.755,65.782,25679802,Middle East & North Africa
Morocco,1993,3.606,66.223,26107772,Middle East & North Africa
Morocco,1994,3.457,66.619,26523600,Middle East & North Africa
Morocco,1995,3.31,66.972,26928600,Middle East & North Africa
Morocco,1996,3.167,67.282,27323664,Middle East & North Africa
Morocco,1997,3.033,67.554,27708647,Middle East & North Africa
Morocco,1998,2.909,67.797,28082684,Middle East & North Africa
Morocco,1999,2.797,68.017,28444414,Middle East & North Africa
Morocco,2000,2.698,68.22,28793236,Middle East & North Africa
Morocco,2001,2.611,68.412,29129204,Middle East & North Africa
Morocco,2002,2.535,68.596,29453931,Middle East & North Africa
Morocco,2003,2.47,68.777,29770316,Middle East & North Africa
Morocco,2004,2.418,68.96,30082152,Middle East & North Africa
Morocco,2005,2.385,69.15,30392473,Middle East & North Africa
Morocco,2006,2.377,69.352,30702084,Middle East & North Africa
Morocco,2007,2.398,69.564,31011199,Middle East & North Africa
Morocco,2008,2.443,69.784,31321453,Middle East & North Africa
Morocco,2009,2.509,70.012,31634524,Middle East & North Africa
Morocco,2010,2.583,70.246,31951412,Middle East & North Africa
Morocco,2011,2.652,70.481,32272974,Middle East & North Africa
Morocco,2012,2.706,70.714,32598536,Middle East & North Africa
Morocco,2013,2.735,70.941,32925553,Middle East & North Africa
Mozambique,1964,6.602,36.773,8296714,Sub-Saharan Africa
Mozambique,1965,6.602,37.173,8473839,Sub-Saharan Africa
Mozambique,1966,6.602,37.57,8657160,Sub-Saharan Africa
Mozambique,1967,6.601,37.971,8847011,Sub-Saharan Africa
Mozambique,1968,6.599,38.383,9043165,Sub-Saharan Africa
Mozambique,1969,6.596,38.806,9245275,Sub-Saharan Africa
Mozambique,1970,6.591,39.247,9453385,Sub-Saharan Africa
Mozambique,1971,6.586,39.707,9665565,Sub-Saharan Africa
Mozambique,1972,6.58,40.181,9882427,Sub-Saharan Africa
Mozambique,1973,6.572,40.656,10109426,Sub-Saharan Africa
Mozambique,1974,6.564,41.122,10353943,Sub-Saharan Africa
Mozambique,1975,6.554,41.56,10620268,Sub-Saharan Africa
Mozambique,1976,6.544,41.951,10908878,Sub-Saharan Africa
Mozambique,1977,6.532,42.283,11214834,Sub-Saharan Africa
Mozambique,1978,6.519,42.551,11530022,Sub-Saharan Africa
Mozambique,1979,6.505,42.751,11843382,Sub-Saharan Africa
Mozambique,1980,6.49,42.882,12145501,Sub-Saharan Africa
Mozambique,1981,6.474,42.948,12441643,Sub-Saharan Africa
Mozambique,1982,6.457,42.967,12731231,Sub-Saharan Africa
Mozambique,1983,6.439,42.96,12992962,Sub-Saharan Africa
Mozambique,1984,6.42,42.947,13199259,Sub-Saharan Africa
Mozambique,1985,6.398,42.948,13334972,Sub-Saharan Africa
Mozambique,1986,6.373,42.981,13384409,Sub-Saharan Africa
Mozambique,1987,6.345,43.057,13365201,Sub-Saharan Africa
Mozambique,1988,6.313,43.186,13336217,Sub-Saharan Africa
Mozambique,1989,6.277,43.376,13378100,Sub-Saharan Africa
Mozambique,1990,6.237,43.641,13547076,Sub-Saharan Africa
Mozambique,1991,6.191,43.989,13867422,Sub-Saharan Africa
Mozambique,1992,6.14,44.409,14318167,Sub-Saharan Africa
Mozambique,1993,6.086,44.881,14854590,Sub-Saharan Africa
Mozambique,1994,6.031,45.383,15409381,Sub-Saharan Africa
Mozambique,1995,5.976,45.884,15933452,Sub-Saharan Africa
Mozambique,1996,5.925,46.346,16412893,Sub-Saharan Africa
Mozambique,1997,5.88,46.747,16862385,Sub-Saharan Africa
Mozambique,1998,5.84,47.07,17295521,Sub-Saharan Africa
Mozambique,1999,5.808,47.31,17735992,Sub-Saharan Africa
Mozambique,2000,5.782,47.472,18200656,Sub-Saharan Africa
Mozambique,2001,5.76,47.569,18691461,Sub-Saharan Africa
Mozambique,2002,5.741,47.634,19200021,Sub-Saharan Africa
Mozambique,2003,5.721,47.696,19721009,Sub-Saharan Africa
Mozambique,2004,5.697,47.777,20246287,Sub-Saharan Africa
Mozambique,2005,5.669,47.894,20770013,Sub-Saharan Africa
Mozambique,2006,5.632,48.064,21290952,Sub-Saharan Africa
Mozambique,2007,5.588,48.284,21811326,Sub-Saharan Africa
Mozambique,2008,5.536,48.551,22332900,Sub-Saharan Africa
Mozambique,2009,5.476,48.862,22858607,Sub-Saharan Africa
Mozambique,2010,5.409,49.204,23390765,Sub-Saharan Africa
Mozambique,2011,5.338,49.559,23929708,Sub-Saharan Africa
Mozambique,2012,5.263,49.91,24475186,Sub-Saharan Africa
Mozambique,2013,5.188,50.25,25028313,Sub-Saharan Africa
Myanmar,1964,6.13,45.949,22824142,East Asia & Pacific
Myanmar,1965,6.136,46.966,23330184,East Asia & Pacific
Myanmar,1966,6.129,47.981,23854648,East Asia & Pacific
Myanmar,1967,6.109,48.926,24397064,East Asia & Pacific
Myanmar,1968,6.074,49.75,24960539,East Asia & Pacific
Myanmar,1969,6.024,50.436,25548930,East Asia & Pacific
Myanmar,1970,5.959,50.988,26164131,East Asia & Pacific
Myanmar,1971,5.881,51.432,26807570,East Asia & Pacific
Myanmar,1972,5.791,51.817,27475978,East Asia & Pacific
Myanmar,1973,5.694,52.188,28160632,East Asia & Pacific
Myanmar,1974,5.592,52.563,28849728,East Asia & Pacific
Myanmar,1975,5.488,52.953,29534378,East Asia & Pacific
Myanmar,1976,5.387,53.36,30210895,East Asia & Pacific
Myanmar,1977,5.289,53.771,30880196,East Asia & Pacific
Myanmar,1978,5.194,54.178,31543652,East Asia & Pacific
Myanmar,1979,5.1,54.579,32204485,East Asia & Pacific
Myanmar,1980,5.001,54.977,32864901,East Asia & Pacific
Myanmar,1981,4.891,55.37,33524053,East Asia & Pacific
Myanmar,1982,4.764,55.759,34179992,East Asia & Pacific
Myanmar,1983,4.619,56.143,34832636,East Asia & Pacific
Myanmar,1984,4.456,56.524,35481981,East Asia & Pacific
Myanmar,1985,4.279,56.902,36127741,East Asia & Pacific
Myanmar,1986,4.094,57.276,36770437,East Asia & Pacific
Myanmar,1987,3.909,57.648,37409257,East Asia & Pacific
Myanmar,1988,3.732,58.016,38041034,East Asia & Pacific
Myanmar,1989,3.566,58.382,38661616,East Asia & Pacific
Myanmar,1990,3.415,58.743,39268304,East Asia & Pacific
Myanmar,1991,3.279,59.1,39855885,East Asia & Pacific
Myanmar,1992,3.158,59.451,40425088,East Asia & Pacific
Myanmar,1993,3.046,59.797,40985963,East Asia & Pacific
Myanmar,1994,2.945,60.137,41552659,East Asia & Pacific
Myanmar,1995,2.851,60.471,42133199,East Asia & Pacific
Myanmar,1996,2.761,60.8,42735941,East Asia & Pacific
Myanmar,1997,2.675,61.125,43352191,East Asia & Pacific
Myanmar,1998,2.59,61.446,43952526,East Asia & Pacific
Myanmar,1999,2.508,61.762,44496687,East Asia & Pacific
Myanmar,2000,2.428,62.073,44957660,East Asia & Pacific
Myanmar,2001,2.353,62.38,45323903,East Asia & Pacific
Myanmar,2002,2.286,62.682,45609292,East Asia & Pacific
Myanmar,2003,2.227,62.978,45843675,East Asia & Pacific
Myanmar,2004,2.178,63.264,46070248,East Asia & Pacific
Myanmar,2005,2.137,63.538,46321162,East Asia & Pacific
Myanmar,2006,2.103,63.796,46605278,East Asia & Pacific
Myanmar,2007,2.075,64.037,46915826,East Asia & Pacific
Myanmar,2008,2.049,64.26,47250315,East Asia & Pacific
Myanmar,2009,2.026,64.467,47601374,East Asia & Pacific
Myanmar,2010,2.003,64.658,47963012,East Asia & Pacific
Myanmar,2011,1.98,64.837,48336763,East Asia & Pacific
Myanmar,2012,1.959,65.009,48724387,East Asia & Pacific
Myanmar,2013,1.938,65.176,49119646,East Asia & Pacific
Namibia,1964,6.216,49.291,665298,Sub-Saharan Africa
Namibia,1965,6.236,49.852,682554,Sub-Saharan Africa
Namibia,1966,6.263,50.403,700317,Sub-Saharan Africa
Namibia,1967,6.301,50.948,718623,Sub-Saharan Africa
Namibia,1968,6.347,51.489,737803,Sub-Saharan Africa
Namibia,1969,6.401,52.029,758305,Sub-Saharan Africa
Namibia,1970,6.459,52.568,780386,Sub-Saharan Africa
Namibia,1971,6.517,53.107,804310,Sub-Saharan Africa
Namibia,1972,6.57,53.645,829810,Sub-Saharan Africa
Namibia,1973,6.613,54.179,855970,Sub-Saharan Africa
Namibia,1974,6.642,54.708,881536,Sub-Saharan Africa
Namibia,1975,6.654,55.232,905652,Sub-Saharan Africa
Namibia,1976,6.647,55.75,928223,Sub-Saharan Africa
Namibia,1977,6.622,56.262,949709,Sub-Saharan Africa
Namibia,1978,6.581,56.766,970537,Sub-Saharan Africa
Namibia,1979,6.524,57.258,991357,Sub-Saharan Africa
Namibia,1980,6.451,57.739,1012824,Sub-Saharan Africa
Namibia,1981,6.362,58.21,1034636,Sub-Saharan Africa
Namibia,1982,6.259,58.667,1057115,Sub-Saharan Africa
Namibia,1983,6.145,59.107,1082264,Sub-Saharan Africa
Namibia,1984,6.022,59.523,1112679,Sub-Saharan Africa
Namibia,1985,5.893,59.914,1150038,Sub-Saharan Africa
Namibia,1986,5.76,60.282,1195331,Sub-Saharan Africa
Namibia,1987,5.625,60.62,1247573,Sub-Saharan Africa
Namibia,1988,5.491,60.916,1304005,Sub-Saharan Africa
Namibia,1989,5.358,61.151,1360710,Sub-Saharan Africa
Namibia,1990,5.227,61.302,1414830,Sub-Saharan Africa
Namibia,1991,5.098,61.344,1465201,Sub-Saharan Africa
Namibia,1992,4.97,61.263,1512524,Sub-Saharan Africa
Namibia,1993,4.842,61.048,1558055,Sub-Saharan Africa
Namibia,1994,4.715,60.695,1603865,Sub-Saharan Africa
Namibia,1995,4.59,60.162,1651352,Sub-Saharan Africa
Namibia,1996,4.469,59.402,1700975,Sub-Saharan Africa
Namibia,1997,4.351,58.437,1751872,Sub-Saharan Africa
Namibia,1998,4.24,57.337,1802579,Sub-Saharan Africa
Namibia,1999,4.134,56.195,1851034,Sub-Saharan Africa
Namibia,2000,4.033,55.173,1895839,Sub-Saharan Africa
Namibia,2001,3.938,54.456,1936399,Sub-Saharan Africa
Namibia,2002,3.847,54.156,1973408,Sub-Saharan Africa
Namibia,2003,3.759,54.331,2008342,Sub-Saharan Africa
Namibia,2004,3.674,54.979,2043339,Sub-Saharan Africa
Namibia,2005,3.591,56.039,2079951,Sub-Saharan Africa
Namibia,2006,3.512,57.394,2118653,Sub-Saharan Africa
Namibia,2007,3.436,58.861,2158984,Sub-Saharan Africa
Namibia,2008,3.364,60.275,2200422,Sub-Saharan Africa
Namibia,2009,3.295,61.543,2242078,Sub-Saharan Africa
Namibia,2010,3.229,62.594,2283289,Sub-Saharan Africa
Namibia,2011,3.167,63.401,2324004,Sub-Saharan Africa
Namibia,2012,3.107,64.014,2364433,Sub-Saharan Africa
Namibia,2013,3.051,64.483,2404477,Sub-Saharan Africa
Nepal,1964,5.997,40.071,10495972,South Asia
Nepal,1965,5.997,40.469,10707313,South Asia
Nepal,1966,5.996,40.863,10928950,South Asia
Nepal,1967,5.994,41.253,11160972,South Asia
Nepal,1968,5.988,41.64,11403306,South Asia
Nepal,1969,5.981,42.031,11655685,South Asia
Nepal,1970,5.971,42.428,11917872,South Asia
Nepal,1971,5.958,42.839,12189968,South Asia
Nepal,1972,5.945,43.268,12472000,South Asia
Nepal,1973,5.929,43.719,12763547,South Asia
Nepal,1974,5.912,44.198,13064044,South Asia
Nepal,1975,5.894,44.706,13373069,South Asia
Nepal,1976,5.873,45.244,13690544,South Asia
Nepal,1977,5.85,45.81,14016547,South Asia
Nepal,1978,5.824,46.4,14351017,South Asia
Nepal,1979,5.795,47.015,14693930,South Asia
Nepal,1980,5.76,47.653,15045329,South Asia
Nepal,1981,5.721,48.315,15405456,South Asia
Nepal,1982,5.676,48.998,15774532,South Asia
Nepal,1983,5.625,49.7,16152598,South Asia
Nepal,1984,5.569,50.421,16539682,South Asia
Nepal,1985,5.508,51.158,16936006,South Asia
Nepal,1986,5.444,51.914,17341408,South Asia
Nepal,1987,5.378,52.686,17756510,South Asia
Nepal,1988,5.31,53.471,18183258,South Asia
Nepal,1989,5.239,54.264,18624187,South Asia
Nepal,1990,5.165,55.057,19081064,South Asia
Nepal,1991,5.088,55.843,19554170,South Asia
Nepal,1992,5.004,56.619,20042806,South Asia
Nepal,1993,4.914,57.378,20546441,South Asia
Nepal,1994,4.817,58.115,21064150,South Asia
Nepal,1995,4.711,58.828,21594872,South Asia
Nepal,1996,4.596,59.516,22137784,South Asia
Nepal,1997,4.473,60.181,22691788,South Asia
Nepal,1998,4.343,60.826,23255046,South Asia
Nepal,1999,4.208,61.451,23825372,South Asia
Nepal,2000,4.068,62.055,24400606,South Asia
Nepal,2001,3.924,62.636,24980184,South Asia
Nepal,2002,3.778,63.196,25562573,South Asia
Nepal,2003,3.632,63.736,26143530,South Asia
Nepal,2004,3.486,64.256,26717875,South Asia
Nepal,2005,3.34,64.761,27281945,South Asia
Nepal,2006,3.194,65.252,27833665,South Asia
Nepal,2007,3.046,65.731,28373838,South Asia
Nepal,2008,2.899,66.2,28905358,South Asia
Nepal,2009,2.755,66.66,29432743,South Asia
Nepal,2010,2.619,67.113,29959364,South Asia
Nepal,2011,2.496,67.556,30485798,South Asia
Nepal,2012,2.389,67.989,31011137,South Asia
Nepal,2013,2.3,68.41,31535507,South Asia
Netherlands,1964,3.17,73.73,12055386,Europe & Central Asia
Netherlands,1965,3.04,73.6,12213435,Europe & Central Asia
Netherlands,1966,2.9,73.55,12368832,Europe & Central Asia
Netherlands,1967,2.81,73.82,12521308,Europe & Central Asia
Netherlands,1968,2.72,73.63,12670558,Europe & Central Asia
Netherlands,1969,2.75,73.54,12816446,Europe & Central Asia
Netherlands,1970,2.57,73.6,12958757,Europe & Central Asia
Netherlands,1971,2.36,73.84,13097251,Europe & Central Asia
Netherlands,1972,2.15,73.75,13231426,Europe & Central Asia
Netherlands,1973,1.9,74.2,13360546,Europe & Central Asia
Netherlands,1974,1.77,74.59,13483746,Europe & Central Asia
Netherlands,1975,1.66,74.52,13600423,Europe & Central Asia
Netherlands,1976,1.63,74.65,13710713,Europe & Central Asia
Netherlands,1977,1.58,75.24,13814863,Europe & Central Asia
Netherlands,1978,1.58,75.15,13912617,Europe & Central Asia
Netherlands,1979,1.56,75.63,14003707,Europe & Central Asia
Netherlands,1980,1.6,75.76,14088274,Europe & Central Asia
Netherlands,1981,1.56,75.97,14166213,Europe & Central Asia
Netherlands,1982,1.5,76.05,14238594,Europe & Central Asia
Netherlands,1983,1.47,76.25,14308217,Europe & Central Asia
Netherlands,1984,1.49,76.32,14378740,Europe & Central Asia
Netherlands,1985,1.51,76.38,14452941,Europe & Central Asia
Netherlands,1986,1.55,76.36,14531566,Europe & Central Asia
Netherlands,1987,1.56,76.83,14614382,Europe & Central Asia
Netherlands,1988,1.55,77.03,14701901,Europe & Central Asia
Netherlands,1989,1.55,76.87,14794378,Europe & Central Asia
Netherlands,1990,1.62,77.05,14891719,Europe & Central Asia
Netherlands,1991,1.61,77.21,14994691,Europe & Central Asia
Netherlands,1992,1.59,77.42,15102709,Europe & Central Asia
Netherlands,1993,1.57,77.11,15212612,Europe & Central Asia
Netherlands,1994,1.57,77.6,15320112,Europe & Central Asia
Netherlands,1995,1.53,77.64,15422165,Europe & Central Asia
Netherlands,1996,1.53,77.65,15517122,Europe & Central Asia
Netherlands,1997,1.56,78.03,15605817,Europe & Central Asia
Netherlands,1998,1.63,78.12,15690705,Europe & Central Asia
Netherlands,1999,1.65,78.07,15775532,Europe & Central Asia
Netherlands,2000,1.72,78.24,15862825,Europe & Central Asia
Netherlands,2001,1.71,78.45,15953446,Europe & Central Asia
Netherlands,2002,1.73,78.53,16045935,Europe & Central Asia
Netherlands,2003,1.75,78.79,16137709,Europe & Central Asia
Netherlands,2004,1.73,79.38,16225091,Europe & Central Asia
Netherlands,2005,1.708,79.65,16305457,Europe & Central Asia
Netherlands,2006,1.72,80,16377959,Europe & Central Asia
Netherlands,2007,1.718,79.824,16443483,Europe & Central Asia
Netherlands,2008,1.773,80.024,16503263,Europe & Central Asia
Netherlands,2009,1.79,80.445,16559268,Europe & Central Asia
Netherlands,2010,1.796,80.621,16612988,Europe & Central Asia
Netherlands,2011,1.759,80.77,16664746,Europe & Central Asia
Netherlands,2012,1.759,80.906,16714228,Europe & Central Asia
Netherlands,2013,1.774,81.038,16761552,Europe & Central Asia
Netherlands Antilles,1964,4.06,66.996,144016,America
Netherlands Antilles,1965,3.84,67.325,146480,America
Netherlands Antilles,1966,3.63,67.67,149093,America
Netherlands Antilles,1967,3.42,68.032,151808,America
Netherlands Antilles,1968,3.23,68.411,154502,America
Netherlands Antilles,1969,3.05,68.806,156998,America
Netherlands Antilles,1970,2.91,69.216,159179,America
Netherlands Antilles,1971,2.79,69.632,160998,America
Netherlands Antilles,1972,2.69,70.046,162504,America
Netherlands Antilles,1973,2.61,70.45,163794,America
Netherlands Antilles,1974,2.55,70.839,165010,America
Netherlands Antilles,1975,2.51,71.214,166261,America
Netherlands Antilles,1976,2.47,71.579,167573,America
Netherlands Antilles,1977,2.45,71.938,168928,America
Netherlands Antilles,1978,2.43,72.291,170335,America
Netherlands Antilles,1979,2.41,72.635,171792,America
Netherlands Antilles,1980,2.39,72.964,173297,America
Netherlands Antilles,1981,2.38,73.273,174837,America
Netherlands Antilles,1982,2.36,73.555,176415,America
Netherlands Antilles,1983,2.35,73.804,178058,America
Netherlands Antilles,1984,2.34,74.019,179800,America
Netherlands Antilles,1985,2.32,74.193,181650,America
Netherlands Antilles,1986,2.32,74.326,183619,America
Netherlands Antilles,1987,2.31,74.422,185649,America
Netherlands Antilles,1988,2.31,74.485,187596,America
Netherlands Antilles,1989,2.3,74.522,189274,America
Netherlands Antilles,1990,2.3,74.536,190539,America
Netherlands Antilles,1991,2.29,74.534,191402,America
Netherlands Antilles,1992,2.28,74.52,191888,America
Netherlands Antilles,1993,2.26,74.501,191899,America
Netherlands Antilles,1994,2.23,74.486,191325,America
Netherlands Antilles,1995,2.2,74.478,190124,America
Netherlands Antilles,1996,2.17,74.481,188225,America
Netherlands Antilles,1997,2.15,74.496,185762,America
Netherlands Antilles,1998,2.13,74.525,183172,America
Netherlands Antilles,1999,2.11,74.572,181033,America
Netherlands Antilles,2000,2.1,74.648,179769,America
Netherlands Antilles,2001,2.1,74.759,179516,America
Netherlands Antilles,2002,2.09,74.907,180170,America
Netherlands Antilles,2003,2.07,75.09,181607,America
Netherlands Antilles,2004,2.06,75.3,183603,America
Netherlands Antilles,2005,2.04,75.528,185967,America
Netherlands Antilles,2006,2.02,75.759,188700,America
Netherlands Antilles,2007,1.99,75.981,191788,America
Netherlands Antilles,2008,1.97,76.184,194999,America
Netherlands Antilles,2009,1.95,76.363,198037,America
Netherlands Antilles,2010,1.94,76.518,200689,America
Netherlands Antilles,2011,1.92,76.652,202847,America
Netherlands Antilles,2012,1.91,76.774,204538,America
Netherlands Antilles,2013,1.89,76.894,205860,America
New Caledonia,1964,5.22,58.985,88549,East Asia & Pacific
New Caledonia,1965,5.222,59.595,91182,East Asia & Pacific
New Caledonia,1966,5.234,60.19,93684,East Asia & Pacific
New Caledonia,1967,5.255,60.769,96089,East Asia & Pacific
New Caledonia,1968,5.28,61.334,98617,East Asia & Pacific
New Caledonia,1969,5.302,61.885,101567,East Asia & Pacific
New Caledonia,1970,5.304,62.422,105134,East Asia & Pacific
New Caledonia,1971,5.264,62.945,109421,East Asia & Pacific
New Caledonia,1972,5.173,63.455,114294,East Asia & Pacific
New Caledonia,1973,5.027,63.951,119408,East Asia & Pacific
New Caledonia,1974,4.83,64.435,124283,East Asia & Pacific
New Caledonia,1975,4.596,64.907,128571,East Asia & Pacific
New Caledonia,1976,4.345,65.366,132158,East Asia & Pacific
New Caledonia,1977,4.1,65.814,135149,East Asia & Pacific
New Caledonia,1978,3.881,66.251,137700,East Asia & Pacific
New Caledonia,1979,3.696,66.676,140061,East Asia & Pacific
New Caledonia,1980,3.551,67.092,142424,East Asia & Pacific
New Caledonia,1981,3.44,67.497,144832,East Asia & Pacific
New Caledonia,1982,3.351,67.891,147247,East Asia & Pacific
New Caledonia,1983,3.274,68.276,149695,East Asia & Pacific
New Caledonia,1984,3.205,68.65,152190,East Asia & Pacific
New Caledonia,1985,3.144,69.015,154749,East Asia & Pacific
New Caledonia,1986,3.093,69.371,157383,East Asia & Pacific
New Caledonia,1987,3.053,69.717,160123,East Asia & Pacific
New Caledonia,1988,3.024,70.053,163039,East Asia & Pacific
New Caledonia,1989,3.002,70.381,166211,East Asia & Pacific
New Caledonia,1990,2.983,70.7,169689,East Asia & Pacific
New Caledonia,1991,2.961,71.009,173502,East Asia & Pacific
New Caledonia,1992,2.93,71.31,177618,East Asia & Pacific
New Caledonia,1993,2.889,71.601,181946,East Asia & Pacific
New Caledonia,1994,2.837,71.885,186358,East Asia & Pacific
New Caledonia,1995,2.772,72.161,190756,East Asia & Pacific
New Caledonia,1996,2.697,72.431,195116,East Asia & Pacific
New Caledonia,1997,2.617,72.695,199443,East Asia & Pacific
New Caledonia,1998,2.538,72.954,203708,East Asia & Pacific
New Caledonia,1999,2.461,73.208,207888,East Asia & Pacific
